gutenberg_id,short_title,gutenberg_title,genre,year,author,section,class,act,scene,character,line_number,text
1500,"Henry VI, Part 1",THE FIRST PART OF KING HENRY VI,History,1592,William Shakespeare,front_matter,title,NA,NA,NA,NA,THE FIRST PART OF
1500,"Henry VI, Part 1",THE FIRST PART OF KING HENRY VI,History,1592,William Shakespeare,front_matter,title,NA,NA,NA,NA,KING HENRY VI
1500,"Henry VI, Part 1",THE FIRST PART OF KING HENRY VI,History,1592,William Shakespeare,front_matter,author,NA,NA,NA,NA,by William Shakespeare
1500,"Henry VI, Part 1",THE FIRST PART OF KING HENRY VI,History,1592,William Shakespeare,front_matter,contents_header,NA,NA,NA,NA,Contents
1500,"Henry VI, Part 1",THE FIRST PART OF KING HENRY VI,History,1592,William Shakespeare,front_matter,contents,ACT I,NA,NA,NA,ACT I
1500,"Henry VI, Part 1",THE FIRST PART OF KING HENRY VI,History,1592,William Shakespeare,front_matter,contents,ACT I,Scene I,NA,NA,Scene I. Westminster Abbey
1500,"Henry VI, Part 1",THE FIRST PART OF KING HENRY VI,History,1592,William Shakespeare,front_matter,contents,ACT I,Scene II,NA,NA,Scene II. France. Before Orleans
1500,"Henry VI, Part 1",THE FIRST PART OF KING HENRY VI,History,1592,William Shakespeare,front_matter,contents,ACT I,Scene III,NA,NA,Scene III. London. Before the Tower
1500,"Henry VI, Part 1",THE FIRST PART OF KING HENRY VI,History,1592,William Shakespeare,front_matter,contents,ACT I,Scene IV,NA,NA,Scene IV. Orleans
1500,"Henry VI, Part 1",THE FIRST PART OF KING HENRY VI,History,1592,William Shakespeare,front_matter,contents,ACT I,Scene V,NA,NA,Scene V. Before Orleans
1500,"Henry VI, Part 1",THE FIRST PART OF KING HENRY VI,History,1592,William Shakespeare,front_matter,contents,ACT I,Scene VI,NA,NA,Scene VI. Orleans
1500,"Henry VI, Part 1",THE FIRST PART OF KING HENRY VI,History,1592,William Shakespeare,front_matter,contents,ACT II,NA,NA,NA,ACT II
1500,"Henry VI, Part 1",THE FIRST PART OF KING HENRY VI,History,1592,William Shakespeare,front_matter,contents,ACT II,NA,NA,NA,SCENE I. Before Orleans
