short_title,word1,word2,n
"Henry IV, Part 2",sir,john,65
Merry Wives of Windsor,sir,john,39
Merry Wives of Windsor,master,brook,33
Merry Wives of Windsor,mistress,ford,31
Twelfth Night,sir,toby,27
Merry Wives of Windsor,anne,page,25
Merry Wives of Windsor,mistress,page,25
Julius Caesar,mark,antony,24
"Henry IV, Part 1",sir,john,23
Merry Wives of Windsor,master,page,23
Merry Wives of Windsor,mistress,anne,23
Measure for Measure,lord,angelo,22
"Henry IV, Part 2",master,shallow,20
Henry VIII,sir,thomas,18
Antony and Cleopatra,mark,antony,17
Merry Wives of Windsor,master,slender,17
Merchant of Venice,thousand,ducats,16
Merry Wives of Windsor,master,fenton,16
Merry Wives of Windsor,sir,hugh,16
Two Gentlemen of Verona,sir,proteus,16
"Henry VI, Part 2",duke,humphrey,15
Merry Wives of Windsor,master,ford,15
Richard III,king,richard,15
Richard III,lord,hastings,15
Twelfth Night,sir,topas,15
Coriolanus,caius,martius,14
Merry Wives of Windsor,master,doctor,14
Much Ado about Nothing,signior,benedick,14
Timon of Athens,lord,timon,14
Twelfth Night,sir,andrew,14
"Henry VI, Part 1",lord,talbot,13
Henry VIII,lord,cardinal,13
Taming of the Shrew,signior,gremio,13
Troilus and Cressida,sweet,queen,13
Two Gentlemen of Verona,sir,thurio,13
Hamlet,lord,hamlet,11
"Henry IV, Part 2",john,falstaff,11
"Henry VI, Part 2",duke,humphrey's,11
King Lear,poor,tom,11
Richard II,king,richard,11
All's Well That Ends Well,count,rossillon,10
All's Well That Ends Well,lord,sir,10
Cymbeline,milford,haven,10
"Henry VI, Part 3",king,edward,10
King John,king,john,10
King Lear,foul,fiend,10
Much Ado about Nothing,count,claudio,10
Othello,willow,willow,10
Taming of the Shrew,signior,baptista,10
Timon of Athens,lord,timon's,10
Two Gentlemen of Verona,sir,valentine,10
"Henry VI, Part 3",king,henry,9
"Henry VI, Part 3",lady,bona,9
Julius Caesar,noble,brutus,9
King John,sir,robert,9
King John,sir,robert's,9
Measure for Measure,master,froth,9
Merchant of Venice,lord,bassanio,9
Merry Wives of Windsor,john,falstaff,9
Richard III,gracious,lord,9
Two Gentlemen of Verona,madam,silvia,9
Hamlet,father's,death,8
"Henry VI, Part 2",sir,john,8
Merry Wives of Windsor,doctor,caius,8
Much Ado about Nothing,don,pedro,8
Othello,michael,cassio,8
A Midsummer Night's Dream,peter,quince,7
As You Like It,heigh,ho,7
Coriolanus,titus,lartius,7
"Henry IV, Part 1",anon,anon,7
"Henry IV, Part 1",anon,sir,7
"Henry IV, Part 1",harry,percy,7
"Henry IV, Part 2",god,save,7
"Henry IV, Part 2",noble,lord,7
"Henry IV, Part 2",robert,shallow,7
Henry V,de,nails,7
"Henry VI, Part 1",lord,protector,7
"Henry VI, Part 2",lord,protector,7
"Henry VI, Part 3",2,keeper,7
"Henry VI, Part 3",gracious,lord,7
"Henry VI, Part 3",king,henry's,7
Henry VIII,lord,chamberlain,7
Henry VIII,thomas,lovell,7
King John,robert's,son,7
Measure for Measure,brother's,life,7
Much Ado about Nothing,chamber,window,7
Much Ado about Nothing,don,john,7
Much Ado about Nothing,signior,leonato,7
Richard II,gloucester's,death,7
Richard II,god,save,7
Richard II,thomas,mowbray,7
Richard III,noble,lord,7
Romeo and Juliet,county,paris,7
Troilus and Cressida,brother,troilus,7
Troilus and Cressida,ha,ha,7
Troilus and Cressida,lord,aeneas,7
Twelfth Night,cross,gartered,7
Twelfth Night,yellow,stockings,7
Comedy of Errors,marry,sir,6
Comedy of Errors,thousand,marks,6
"Henry IV, Part 1",sir,walter,6
"Henry IV, Part 1",thousand,pound,6
"Henry IV, Part 2",master,bardolph,6
"Henry IV, Part 2",master,robert,6
"Henry IV, Part 2",master,silence,6
"Henry IV, Part 2",yea,marry,6
Henry V,de,fingres,6
"Henry VI, Part 1",white,rose,6
"Henry VI, Part 2",king,henry,6
"Henry VI, Part 2",lord,cardinal,6
"Henry VI, Part 3",king,lewis,6
Julius Caesar,metellus,cimber,6
Julius Caesar,ye,gods,6
King John,calf's,skin,6
King Lear,hundred,knights,6
Macbeth,knock,knock,6
Measure for Measure,die,tomorrow,6
Merry Wives of Windsor,master,parson,6
Merry Wives of Windsor,master,shallow,6
Merry Wives of Windsor,mistress,quickly,6
Othello,ha,ha,6
Pericles,king,pericles,6
Richard III,lord,stanley,6
Romeo and Juliet,romeo,romeo,6
Romeo and Juliet,silver,sound,6
Taming of the Shrew,signior,hortensio,6
Taming of the Shrew,sweet,kate,6
All's Well That Ends Well,monsieur,parolles,5
As You Like It,married,tomorrow,5
As You Like It,sir,rowland,5
Comedy of Errors,god's,sake,5
Coriolanus,tullus,aufidius,5
"Henry IV, Part 1",brother,john,5
"Henry IV, Part 1",jack,falstaff,5
"Henry IV, Part 1",lord,mortimer,5
"Henry IV, Part 1",sir,michael,5
"Henry IV, Part 1",true,prince,5
"Henry IV, Part 2",lord,bardolph,5
"Henry IV, Part 2",master,gower,5
Henry V,captain,fluellen,5
Henry V,captain,gower,5
Henry V,captain,macmorris,5
Henry V,de,nick,5
Henry V,je,pense,5
Henry V,je,vous,5
Henry V,sauf,votre,5
"Henry VI, Part 1",king,henry,5
"Henry VI, Part 1",la,pucelle,5
"Henry VI, Part 2",gracious,lord,5
"Henry VI, Part 3",1,keeper,5
"Henry VI, Part 3",god,forbid,5
"Henry VI, Part 3",lawful,king,5
"Henry VI, Part 3",lord,hastings,5
"Henry VI, Part 3",sir,john,5
Henry VIII,highness,pleasure,5
Henry VIII,lord,archbishop,5
Julius Caesar,caius,cassius,5
Julius Caesar,caius,ligarius,5
Julius Caesar,decius,brutus,5
Julius Caesar,peace,ho,5
King John,cœur,de,5
King John,lady,constance,5
King Lear,kill,kill,5
Macbeth,birnam,wood,5
Macbeth,weird,sisters,5
Macbeth,worthy,thane,5
Merchant of Venice,learned,judge,5
Merchant of Venice,master,launcelet,5
Merchant of Venice,signior,antonio,5
Merry Wives of Windsor,buck,basket,5
Merry Wives of Windsor,fat,woman,5
Merry Wives of Windsor,ford's,wife,5
Merry Wives of Windsor,jack,rugby,5
Merry Wives of Windsor,john,rugby,5
Merry Wives of Windsor,marry,sir,5
Much Ado about Nothing,lady,beatrice,5
Much Ado about Nothing,master,constable,5
Othello,cassio,cassio,5
Othello,honest,iago,5
Pericles,call'd,marina,5
Pericles,knight,passes,5
Pericles,prince,pericles,5
Richard II,king,richard's,5
Richard II,lord,aumerle,5
Richard II,lord,northumberland,5
Richard II,noble,lord,5
Richard III,brother,gloucester,5
Richard III,father's,death,5
Richard III,noble,duke,5
Richard III,richard,killed,5
Romeo and Juliet,lady,lady,5
Romeo and Juliet,lawrence,cell,5
Romeo and Juliet,thousand,times,5
Taming of the Shrew,fair,bianca,5
Taming of the Shrew,fie,fie,5
Taming of the Shrew,signior,lucentio,5
Taming of the Shrew,wedding,day,5
Tempest,ha,ha,5
Tempest,king's,ship,5
Tempest,widow,dido,5
Timon of Athens,noble,lord,5
Timon of Athens,noble,timon,5
Titus Andronicus,lord,titus,5
Troilus and Cressida,cry,trojans,5
Troilus and Cressida,prince,troilus,5
Troilus and Cressida,sweet,lord,5
Twelfth Night,hey,ho,5
Twelfth Night,peace,peace,5
Two Gentlemen of Verona,sir,eglamour,5
Two Gentlemen of Verona,sweet,lady,5
Winter's Tale,gentleman,born,5
Winter's Tale,sheep,shearing,5
Winter's Tale,sweet,sir,5
A Midsummer Night's Dream,die,die,4
A Midsummer Night's Dream,fair,helena,4
A Midsummer Night's Dream,fair,hermia,4
A Midsummer Night's Dream,fairy,queen,4
A Midsummer Night's Dream,tomorrow,night,4
All's Well That Ends Well,cargo,cargo,4
All's Well That Ends Well,god,save,4
All's Well That Ends Well,saint,jaques,4
Antony and Cleopatra,gainst,pompey,4
Antony and Cleopatra,noble,antony,4
As You Like It,ding,ding,4
As You Like It,hey,ding,4
As You Like It,hey,nonino,4
As You Like It,lie,direct,4
As You Like It,lovers,love,4
As You Like It,pretty,ring,4
As You Like It,ring,time,4
As You Like It,sing,hey,4
As You Like It,sir,oliver,4
As You Like It,sir,rowland's,4
As You Like It,spring,time,4
As You Like It,sweet,lovers,4
Comedy of Errors,gold,quoth,4
Coriolanus,fie,fie,4
Coriolanus,kill,kill,4
Coriolanus,noble,martius,4
Coriolanus,peace,peace,4
Cymbeline,caius,lucius,4
Cymbeline,lud's,town,4
Cymbeline,stand,stand,4
Cymbeline,tender,air,4
Hamlet,dead,body,4
Hamlet,father,lost,4
"Henry IV, Part 1",by'r,lady,4
"Henry IV, Part 1",cousin,percy,4
"Henry IV, Part 1",lord,john,4
"Henry IV, Part 1",owen,glendower,4
"Henry IV, Part 1",pray,god,4
"Henry IV, Part 2",god,send,4
"Henry IV, Part 2",ha,ha,4
"Henry IV, Part 2",lord,hastings,4
"Henry IV, Part 2",master,snare,4
"Henry IV, Part 2",mistress,doll,4
"Henry IV, Part 2",woman's,tailor,4
Henry V,anchient,pistol,4
Henry V,appelez,vous,4
Henry V,corporal,nym,4
Henry V,de,hand,4
Henry V,de,sin,4
Henry V,dit,il,4
Henry V,il,est,4
Henry V,je,suis,4
Henry V,la,main,4
Henry V,les,doigts,4
Henry V,lord,constable,4
Henry V,lord,scroop,4
Henry V,salic,land,4
Henry V,sir,thomas,4
Henry V,tish,ill,4
Henry V,uncle,exeter,4
Henry V,votre,honneur,4
"Henry VI, Part 2",1,gentleman,4
"Henry VI, Part 2",rightful,heir,4
"Henry VI, Part 2",royal,person,4
"Henry VI, Part 2",saint,albans,4
"Henry VI, Part 3",brother,montague,4
"Henry VI, Part 3",brother,richard,4
"Henry VI, Part 3",english,crown,4
"Henry VI, Part 3",fair,queen,4
"Henry VI, Part 3",husband's,lands,4
"Henry VI, Part 3",king,edward's,4
"Henry VI, Part 3",lady,grey,4
"Henry VI, Part 3",lord,clifford,4
"Henry VI, Part 3",prince,edward,4
"Henry VI, Part 3",queen,margaret,4
"Henry VI, Part 3",saint,albans,4
"Henry VI, Part 3",saint,george,4
Henry VIII,lord,sandys,4
Henry VIII,noble,lady,4
Henry VIII,pray,god,4
Henry VIII,reverend,fathers,4
Julius Caesar,noble,antony,4
Julius Caesar,noble,caesar,4
King John,arthur's,death,4
King John,ascension,day,4
King John,lady,blanche,4
King John,recreant,limbs,4
King John,touraine,maine,4
Love's Labour's Lost,hundred,thousand,4
Love's Labour's Lost,tender,juvenal,4
Love's Labour's Lost,tough,signior,4
Macbeth,hail,king,4
Macbeth,hail,macbeth,4
Macbeth,macbeth,macbeth,4
Macbeth,ten,thousand,4
Macbeth,woman,born,4
Measure for Measure,brother,die,4
Measure for Measure,fie,fie,4
Measure for Measure,marry,sir,4
Measure for Measure,ten,times,4
Merchant of Venice,dear,friend,4
Merchant of Venice,ill,luck,4
Merry Wives of Windsor,bully,rook,4
Merry Wives of Windsor,god,bless,4
Merry Wives of Windsor,heaven,forgive,4
Merry Wives of Windsor,herne's,oak,4
Merry Wives of Windsor,true,master,4
Merry Wives of Windsor,vill,kill,4
Much Ado about Nothing,marry,sir,4
Othello,murder,murder,4
Othello,sing,willow,4
Othello,turkish,fleet,4
Pericles,lord,cerimon,4
Richard II,base,court,4
Richard II,god's,sake,4
Richard II,gracious,lord,4
Richard II,hereford,lancaster,4
Richard II,noble,cousin,4
Richard II,uncle,york,4
Richard III,cousin,buckingham,4
Richard III,edward's,children,4
Richard III,george,stanley,4
Richard III,god,bless,4
Richard III,god,grant,4
Richard III,god,save,4
Richard III,heart's,love,4
Richard III,lord,chamberlain,4
Richard III,lord,mayor,4
Richard III,mistress,shore,4
Richard III,poor,clarence,4
Richard III,poor,soul,4
Richard III,sir,william,4
Richard III,sweet,prince,4
Romeo and Juliet,dear,love,4
Romeo and Juliet,heart's,ease,4
Romeo and Juliet,prince's,doom,4
Romeo and Juliet,tybalt's,death,4
Romeo and Juliet,woeful,day,4
Taming of the Shrew,baptista,minola,4
Taming of the Shrew,god,save,4
Taming of the Shrew,marry,sir,4
Taming of the Shrew,sweet,bianca,4
Tempest,moon,calf,4
Timon of Athens,lord,lucius,4
Titus Andronicus,brother,marcus,4
Titus Andronicus,empress,sons,4
Titus Andronicus,noble,titus,4
Titus Andronicus,titus,andronicus,4
Titus Andronicus,uncle,marcus,4
Titus Andronicus,valiant,sons,4
Titus Andronicus,warlike,goths,4
Troilus and Cressida,lord,pandarus,4
Troilus and Cressida,sweet,lady,4
Troilus and Cressida,trojans,cry,4
Twelfth Night,master,parson,4
Two Gentlemen of Verona,thousand,times,4
Two Gentlemen of Verona,true,love,4
Winter's Tale,tall,fellow,4
A Midsummer Night's Dream,honey,bag,3
A Midsummer Night's Dream,ninny's,tomb,3
A Midsummer Night's Dream,noble,lord,3
A Midsummer Night's Dream,rough,cast,3
A Midsummer Night's Dream,sweet,love,3
A Midsummer Night's Dream,true,love,3
All's Well That Ends Well,captain,dumaine,3
All's Well That Ends Well,de,narbon,3
All's Well That Ends Well,faith,sir,3
All's Well That Ends Well,gerard,de,3
All's Well That Ends Well,god,send,3
All's Well That Ends Well,lord,lafew,3
All's Well That Ends Well,noble,captain,3
Antony and Cleopatra,dear,queen,3
Antony and Cleopatra,julius,caesar,3
Antony and Cleopatra,madam,madam,3
Antony and Cleopatra,sextus,pompeius,3
As You Like It,duke,senior,3
As You Like It,le,beau,3
As You Like It,monsieur,le,3
As You Like It,motley,fool,3
As You Like It,pretty,youth,3
As You Like It,sweet,phoebe,3
Comedy of Errors,sir,knave,3
Coriolanus,coming,home,3
Coriolanus,cominius,speak,3
Coriolanus,hang,em,3
Coriolanus,hold,hold,3
Coriolanus,mother,wife,3
Coriolanus,noble,tribunes,3
Coriolanus,senate,house,3
Coriolanus,sir,sir,3
Coriolanus,speak,speak,3
Coriolanus,worthy,sir,3
Cymbeline,fidele,sir,3
Cymbeline,ho,pisanio,3
Cymbeline,lion's,whelp,3
Cymbeline,lopp'd,branches,3
Hamlet,adieu,adieu,3
Hamlet,beneath,swear,3
Hamlet,bloody,deed,3
Hamlet,christian,burial,3
Hamlet,cousin,hamlet,3
Hamlet,dear,lord,3
Hamlet,king,sir,3
Hamlet,mobled,queen,3
Hamlet,noble,father,3
Hamlet,sweet,lord,3
"Henry IV, Part 1",breathe,awhile,3
"Henry IV, Part 1",cousin,westmoreland,3
"Henry IV, Part 1",fat,rogue,3
"Henry IV, Part 1",god,forgive,3
"Henry IV, Part 1",god,pardon,3
"Henry IV, Part 1",god's,sake,3
"Henry IV, Part 1",gracious,lord,3
"Henry IV, Part 1",heir,apparent,3
"Henry IV, Part 1",king's,son,3
"Henry IV, Part 1",lord,percy,3
"Henry IV, Part 1",stand,close,3
"Henry IV, Part 1",sweet,wag,3
"Henry IV, Part 1",walter,blunt,3
"Henry IV, Part 1",ye,fat,3
"Henry IV, Part 1",ye,rogue,3
"Henry IV, Part 2",abuse,hal,3
"Henry IV, Part 2",chief,justice,3
"Henry IV, Part 2",cousin,silence,3
"Henry IV, Part 2",davy,davy,3
"Henry IV, Part 2",doll,tearsheet,3
"Henry IV, Part 2",fore,god,3
"Henry IV, Part 2",god's,sake,3
"Henry IV, Part 2",holy,land,3
"Henry IV, Part 2",king,richard,3
"Henry IV, Part 2",lord,archbishop,3
"Henry IV, Part 2",lord,chief,3
"Henry IV, Part 2",lord,john,3
"Henry IV, Part 2",lord,mowbray,3
"Henry IV, Part 2",marry,sir,3
"Henry IV, Part 2",mistress,tearsheet,3
"Henry IV, Part 2",prince,harry,3
"Henry IV, Part 2",prince,john,3
"Henry IV, Part 2",twenty,thousand,3
"Henry IV, Part 2",yea,sir,3
Henry V,chrish,save,3
Henry V,comment,appelez,3
Henry V,d'hand,de,3
Henry V,de,coun,3
Henry V,de,foot,3
Henry V,de,france,3
Henry V,fair,cousin,3
Henry V,fair,katharine,3
Henry V,fifteen,hundred,3
Henry V,fingres,de,3
Henry V,je,ne,3
Henry V,king,harry,3
Henry V,king,henry,3
Henry V,les,mots,3
Henry V,lousy,knave,3
Henry V,ma,vie,3
Henry V,pour,les,3
Henry V,prince,dauphin,3
Henry V,richard,earl,3
Henry V,seigneur,dieu,3
Henry V,signieur,dew,3
Henry V,sir,john,3
Henry V,ten,thousand,3
Henry V,vous,le,3
"Henry VI, Part 1",english,henry,3
"Henry VI, Part 1",gracious,sovereign,3
"Henry VI, Part 1",henry's,death,3
"Henry VI, Part 1",joan,la,3
"Henry VI, Part 1",john,fastolf,3
"Henry VI, Part 1",john,talbot,3
"Henry VI, Part 1",king,henry's,3
"Henry VI, Part 1",noble,duke,3
"Henry VI, Part 1",noble,lord,3
"Henry VI, Part 1",noble,talbot,3
"Henry VI, Part 1",red,rose,3
"Henry VI, Part 1",richard,plantagenet,3
"Henry VI, Part 1",saint,george,3
"Henry VI, Part 1",sir,john,3
"Henry VI, Part 1",sir,william,3
"Henry VI, Part 1",tawny,coats,3
"Henry VI, Part 1",thomas,gargrave,3
"Henry VI, Part 1",undaunted,spirit,3
"Henry VI, Part 2",alas,master,3
"Henry VI, Part 2",cardinal,beaufort,3
"Henry VI, Part 2",cold,news,3
"Henry VI, Part 2",dame,eleanor,3
"Henry VI, Part 2",de,la,3
"Henry VI, Part 2",edmund,mortimer,3
"Henry VI, Part 2",humphrey,duke,3
"Henry VI, Part 2",john,mortimer,3
"Henry VI, Part 2",john,stanley,3
"Henry VI, Part 2",king,henry's,3
"Henry VI, Part 2",la,pole,3
"Henry VI, Part 2",pray,god,3
"Henry VI, Part 2",protector's,wife,3
"Henry VI, Part 2",queen,margaret,3
"Henry VI, Part 2",royal,majesty,3
"Henry VI, Part 2",saint,alban,3
"Henry VI, Part 2",somerset,buckingham,3
"Henry VI, Part 2",ten,thousand,3
"Henry VI, Part 2",twenty,times,3
"Henry VI, Part 2",william,de,3
"Henry VI, Part 3",ah,warwick,3
"Henry VI, Part 3",brave,warriors,3
"Henry VI, Part 3",edward,king,3
"Henry VI, Part 3",england's,king,3
"Henry VI, Part 3",england's,royal,3
"Henry VI, Part 3",false,edward,3
"Henry VI, Part 3",father's,death,3
"Henry VI, Part 3",henry's,head,3
"Henry VI, Part 3",lord,warwick,3
"Henry VI, Part 3",march,amain,3
"Henry VI, Part 3",master,mayor,3
"Henry VI, Part 3",princely,father,3
"Henry VI, Part 3",richard,duke,3
"Henry VI, Part 3",son,edward,3
"Henry VI, Part 3",sweet,boy,3
"Henry VI, Part 3",ten,times,3
"Henry VI, Part 3",thirty,thousand,3
"Henry VI, Part 3",wast,born,3
Henry VIII,alas,poor,3
Henry VIII,cardinal,campeius,3
Henry VIII,god,save,3
Henry VIII,katherine,queen,3
Henry VIII,lady,anne,3
Henry VIII,lord,chancellor,3
Henry VIII,marquess,dorset,3
Henry VIII,reverend,cardinal,3
Henry VIII,sir,nicholas,3
Henry VIII,stand,close,3
Henry VIII,true,heart,3
Julius Caesar,brother,cassius,3
Julius Caesar,caesar,read,3
Julius Caesar,love,caesar,3
Julius Caesar,marcus,brutus,3
Julius Caesar,mighty,caesar,3
Julius Caesar,mighty,gods,3
Julius Caesar,noble,roman,3
Julius Caesar,senate,house,3
Julius Caesar,stand,ho,3
Julius Caesar,varro,claudius,3
King John,count,melun,3
King John,de,lion,3
King John,hundred,pound,3
King John,king,philip,3
King John,lord,salisbury,3
King John,poor,child,3
King John,sir,richard,3
King Lear,alack,alack,3
King Lear,bitter,fool,3
King Lear,dear,father,3
King Lear,ha,ha,3
King Lear,howl,howl,3
King Lear,man's,life,3
King Lear,prythee,nuncle,3
King Lear,sa,sa,3
King Lear,trumpet,sound,3
Love's Labour's Lost,hobby,horse,3
Love's Labour's Lost,humble,bee,3
Love's Labour's Lost,sir,nathaniel,3
Love's Labour's Lost,thousand,crowns,3
Macbeth,cauldron,bubble,3
Macbeth,double,double,3
Macbeth,double,toil,3
Macbeth,fire,burn,3
Macbeth,knocking,knock,3
Macbeth,poor,country,3
Measure for Measure,absent,duke,3
Measure for Measure,brother's,pardon,3
Measure for Measure,friar,lodowick,3
Measure for Measure,justice,justice,3
Measure for Measure,master,barnardine,3
Measure for Measure,pray,heaven,3
Merchant of Venice,fair,portia,3
Merchant of Venice,fourscore,ducats,3
Merchant of Venice,judge's,clerk,3
Merchant of Venice,man's,son,3
Merchant of Venice,sola,sola,3
Merchant of Venice,sweet,portia,3
Merchant of Venice,ten,times,3
Merchant of Venice,torch,bearer,3
Merchant of Venice,twenty,times,3
Merchant of Venice,upright,judge,3
Merry Wives of Windsor,buck,buck,3
Merry Wives of Windsor,datchet,mead,3
Merry Wives of Windsor,de,jarteer,3
Merry Wives of Windsor,fair,mistress,3
Merry Wives of Windsor,fe,fe,3
Merry Wives of Windsor,fie,fie,3
Merry Wives of Windsor,ford,sir,3
Merry Wives of Windsor,hundred,pounds,3
Merry Wives of Windsor,master,slender's,3
Merry Wives of Windsor,melodious,birds,3
Merry Wives of Windsor,shallow,rivers,3
Merry Wives of Windsor,sweet,anne,3
Merry Wives of Windsor,sweet,nan,3
Merry Wives of Windsor,sweet,sir,3
Much Ado about Nothing,by'r,lady,3
Much Ado about Nothing,fair,hero,3
Much Ado about Nothing,god,defend,3
Much Ado about Nothing,innocent,child,3
Much Ado about Nothing,lady,hero,3
Much Ado about Nothing,savage,bull,3
Much Ado about Nothing,serve,god,3
Much Ado about Nothing,suffer,love,3
Much Ado about Nothing,sweet,beatrice,3
Much Ado about Nothing,sweet,hero,3
Much Ado about Nothing,sweet,lady,3
Much Ado about Nothing,sweet,prince,3
Much Ado about Nothing,thousand,ducats,3
Much Ado about Nothing,tooth,ache,3
Much Ado about Nothing,yea,marry,3
Othello,fore,god,3
Othello,lieutenant,cassio,3
Othello,noble,lord,3
Othello,noble,moor,3
Othello,reputation,reputation,3
Othello,villany,villany,3
Pericles,gods,preserve,3
Pericles,sayest,true,3
Richard II,cousin,hereford,3
Richard II,edward's,son,3
Richard II,fair,cousin,3
Richard II,freely,speak,3
Richard II,god,defend,3
Richard II,heart,blood,3
Richard II,honour's,pawn,3
Richard II,irish,wars,3
Richard II,mowbray,duke,3
Richard II,noble,duke,3
Richard II,noble,uncle,3
Richard II,norfolk,thomas,3
Richard II,pray,god,3
Richard II,sacred,blood,3
Richard II,twenty,thousand,3
Richard III,brother,clarence,3
Richard III,brother's,son,3
Richard III,dear,lord,3
Richard III,god's,sake,3
Richard III,happy,days,3
Richard III,king,edward's,3
Richard III,lord,rivers,3
Richard III,loving,lord,3
Richard III,margaret's,curse,3
Richard III,mighty,sovereign,3
Richard III,noble,father,3
Richard III,princely,buckingham,3
Richard III,rivers,vaughan,3
Richard III,saint,george,3
Richard III,saint,paul,3
Richard III,sit,heavy,3
Richard III,son,george,3
Richard III,soul,tomorrow,3
Richard III,souls,day,3
Richard III,sovereign,lord,3
Richard III,uncle,gloucester,3
Richard III,vaughan,grey,3
Richard III,william,brandon,3
Romeo and Juliet,alack,alack,3
Romeo and Juliet,friar,john,3
Romeo and Juliet,friar,lawrence,3
Romeo and Juliet,god,ye,3
Romeo and Juliet,holy,friar,3
Romeo and Juliet,honest,gentleman,3
Romeo and Juliet,lamentable,day,3
Romeo and Juliet,peter's,church,3
Romeo and Juliet,run,mad,3
Romeo and Juliet,saint,peter's,3
Romeo and Juliet,true,love,3
Taming of the Shrew,bianca's,love,3
Taming of the Shrew,celsa,senis,3
Taming of the Shrew,daughter,katherine,3
Taming of the Shrew,father's,house,3
Taming of the Shrew,food,food,3
Taming of the Shrew,hic,est,3
Taming of the Shrew,hic,ibat,3
Taming of the Shrew,hic,steterat,3
Taming of the Shrew,master,master,3
Taming of the Shrew,mistress,bianca,3
Taming of the Shrew,sigeia,tellus,3
Taming of the Shrew,signior,petruchio,3
Taming of the Shrew,son,lucentio,3
Tempest,hark,hark,3
Tempest,servant,monster,3
Timon of Athens,fie,fie,3
Timon of Athens,fifty,talents,3
Timon of Athens,la,la,3
Timon of Athens,lord,lucullus,3
Timon of Athens,worthy,timon,3
Titus Andronicus,chiron,demetrius,3
Titus Andronicus,coal,black,3
Titus Andronicus,emperor's,court,3
Titus Andronicus,gracious,lord,3
Titus Andronicus,ha,ha,3
Titus Andronicus,hark,ye,3
Titus Andronicus,rome's,royal,3
Titus Andronicus,sweet,emperor,3
Titus Andronicus,ten,thousand,3
Troilus and Cressida,achilles,achilles,3
Troilus and Cressida,alas,poor,3
Troilus and Cressida,brave,hector,3
Troilus and Cressida,brother,hector,3
Troilus and Cressida,dear,lord,3
Troilus and Cressida,fair,cressid,3
Troilus and Cressida,helen,loves,3
Troilus and Cressida,lady,cressid,3
Troilus and Cressida,lo,lo,3
Troilus and Cressida,lord,ulysses,3
Troilus and Cressida,queen,hecuba,3
Troilus and Cressida,white,hair,3
Twelfth Night,bloody,coxcomb,3
Twelfth Night,count,orsino,3
Twelfth Night,count,orsino's,3
Twelfth Night,lady,olivia,3
Twelfth Night,love,song,3
Twelfth Night,marry,sir,3
Twelfth Night,mistress,mary,3
Twelfth Night,sweet,lady,3
Twelfth Night,tomorrow,sir,3
Twelfth Night,topas,sir,3
Twelfth Night,troth,sir,3
Two Gentlemen of Verona,alas,poor,3
Two Gentlemen of Verona,chamber,window,3
Two Gentlemen of Verona,marry,sir,3
Two Gentlemen of Verona,patrick's,cell,3
Winter's Tale,fellow,sir,3
Winter's Tale,gracious,lord,3
Winter's Tale,king's,daughter,3
Winter's Tale,poor,babe,3
Winter's Tale,royal,sir,3
Winter's Tale,shepherd's,daughter,3
A Midsummer Night's Dream,adieu,adieu,2
A Midsummer Night's Dream,alack,alack,2
A Midsummer Night's Dream,athenian,garments,2
A Midsummer Night's Dream,athenian,law,2
A Midsummer Night's Dream,athenian's,eyes,2
A Midsummer Night's Dream,bellows,mender,2
A Midsummer Night's Dream,bully,bottom,2
A Midsummer Night's Dream,colour,beard,2
A Midsummer Night's Dream,demetrius,loves,2
A Midsummer Night's Dream,eyes,water,2
A Midsummer Night's Dream,fair,pyramus,2
A Midsummer Night's Dream,flowery,bed,2
A Midsummer Night's Dream,gentle,puck,2
A Midsummer Night's Dream,god,bless,2
A Midsummer Night's Dream,goddess,nymph,2
A Midsummer Night's Dream,gracious,duke,2
A Midsummer Night's Dream,ho,ho,2
A Midsummer Night's Dream,hornèd,moon,2
A Midsummer Night's Dream,jealous,oberon,2
A Midsummer Night's Dream,lion,vile,2
A Midsummer Night's Dream,love,demetrius,2
A Midsummer Night's Dream,love,hermia,2
A Midsummer Night's Dream,love,juice,2
A Midsummer Night's Dream,lovely,wall,2
A Midsummer Night's Dream,lulla,lulla,2
A Midsummer Night's Dream,lulla,lullaby,2
A Midsummer Night's Dream,master,mustardseed,2
A Midsummer Night's Dream,monsieur,cobweb,2
A Midsummer Night's Dream,monsieur,mustardseed,2
A Midsummer Night's Dream,mother's,son,2
A Midsummer Night's Dream,musk,roses,2
A Midsummer Night's Dream,nick,bottom,2
A Midsummer Night's Dream,night,sweet,2
A Midsummer Night's Dream,ninus,tomb,2
A Midsummer Night's Dream,orange,tawny,2
A Midsummer Night's Dream,play,pyramus,2
A Midsummer Night's Dream,robin,starveling,2
A Midsummer Night's Dream,savours,sweet,2
A Midsummer Night's Dream,single,life,2
A Midsummer Night's Dream,sweet,eyes,2
A Midsummer Night's Dream,ten,words,2
A Midsummer Night's Dream,thisbe,dear,2
A Midsummer Night's Dream,thorn,bush,2
A Midsummer Night's Dream,tongue's,sweet,2
A Midsummer Night's Dream,truest,horse,2
A Midsummer Night's Dream,vile,wall,2
A Midsummer Night's Dream,wed,demetrius,2
A Midsummer Night's Dream,wedding,day,2
All's Well That Ends Well,fair,eyes,2
All's Well That Ends Well,gracious,sovereign,2
All's Well That Ends Well,heaven,bless,2
All's Well That Ends Well,hope,sir,2
All's Well That Ends Well,hundred,fifty,2
All's Well That Ends Well,jaques,le,2
All's Well That Ends Well,king's,disease,2
